TransactionID,TxnDate,AccountNumber,AccountName,Debit,Credit,Amount,Dept,CostCenter,Description
TXN00379,2022-12-09 00:00:00.000000,6200.0,Marketing Expense,22960,0,22960,Admin,CC001,Marketing Expense transaction
TXN03761,2022-06-05 00:00:00.000000,6000.0,Salaries Expense,8188,0,8188,Operations,CC002,Salaries Expense transaction
TXN03865,2021-06-02 00:00:00.000000,5100.0,COGS - Labor,29900,0,29900,Admin,CC001,COGS - Labor transaction
TXN01130,2023-07-18 00:00:00.000000,5000.0,COGS - Materials,14619,0,14619,Operations,CC003,COGS - Materials transaction
TXN04421,2023-03-18 00:00:00.000000,6000.0,Salaries Expense,6975,0,6975,Admin,CC001,Salaries Expense transaction
TXN02946,2022-08-21 00:00:00.000000,4100.0,Revenue - Service Sales,0,40744,-40744,Operations,CC002,Revenue - Service Sales transaction
TXN02195,2023-04-28 00:00:00.000000,1000.0,Cash,0,26393,-26393,Sales,CC003,Cash transaction
TXN01700,2022-11-23 00:00:00.000000,6100.0,Rent Expense,946,0,946,Sales,CC001,Rent Expense transaction
TXN03592,2021-08-03 00:00:00.000000,4100.0,Revenue - Service Sales,0,29708,-29708,Admin,CC001,Revenue - Service Sales transaction
TXN02752,2022-12-21 00:00:00.000000,5200.0,COGS - Overhead,13210,0,13210,Operations,CC005,COGS - Overhead transaction
TXN02145,2023-12-22 00:00:00.000000,6300.0,IT Expense,3819,0,3819,Sales,CC004,IT Expense transaction
TXN02303,2022-09-05 00:00:00.000000,6100.0,Rent Expense,4214,0,4214,Operations,CC004,Rent Expense transaction
TXN01376,2021-02-07 00:00:00.000000,6400.0,Travel Expense,19871,0,19871,IT,CC002,Travel Expense transaction
TXN00795,2021-08-26 00:00:00.000000,6400.0,Travel Expense,28272,0,28272,Finance,CC002,Travel Expense transaction
TXN05010,2021-07-03 00:00:00.000000,6500.0,Depreciation,0,27177,-27177,Finance,CC004,Depreciation transaction
TXN01667,2023-07-11 00:00:00.000000,6000.0,Salaries Expense,28072,0,28072,Finance,CC001,Salaries Expense transaction
TXN02158,2022-07-04 00:00:00.000000,6100.0,Rent Expense,18456,0,18456,Operations,CC003,Rent Expense transaction
TXN00176,2023-11-19 00:00:00.000000,4100.0,Revenue - Service Sales,0,42241,-42241,IT,CC005,Revenue - Service Sales transaction
TXN01053,2022-03-11 00:00:00.000000,4200.0,Revenue - Other,0,17657,-17657,IT,CC002,Revenue - Other transaction
TXN02777,2023-12-18 00:00:00.000000,2000.0,Accounts Payable,0,40512,-40512,Sales,CC003,Accounts Payable transaction
TXN04164,2021-03-30 00:00:00.000000,5000.0,COGS - Materials,8474,0,8474,IT,CC001,COGS - Materials transaction
TXN00046,2021-04-04 00:00:00.000000,1200.0,Inventory,43342,0,43342,Finance,CC001,Inventory transaction
TXN03044,2023-02-24 00:00:00.000000,6000.0,Salaries Expense,7140,0,7140,IT,CC002,Salaries Expense transaction
TXN02306,2023-03-08 00:00:00.000000,2500.0,Long-term Debt,0,46096,-46096,Admin,CC004,Long-term Debt transaction
TXN03873,2022-07-26 00:00:00.000000,2100.0,Accrued Expenses,18546,0,18546,Admin,CC001,Accrued Expenses transaction
TXN04783,2022-02-18 00:00:00.000000,6300.0,IT Expense,9513,0,9513,IT,CC003,IT Expense transaction
TXN01540,2023-08-28 00:00:00.000000,6000.0,Salaries Expense,18426,0,18426,Admin,CC001,Salaries Expense transaction
TXN03825,2021-02-21 00:00:00.000000,1000.0,Cash,0,40230,-40230,IT,CC004,Cash transaction
TXN02390,2022-05-31 00:00:00.000000,6400.0,Travel Expense,12170,0,12170,Finance,CC004,Travel Expense transaction
TXN03613,2022-04-26 00:00:00.000000,2500.0,Long-term Debt,0,46802,-46802,Admin,CC002,Long-term Debt transaction
TXN03752,2023-12-06 00:00:00.000000,6000.0,Salaries Expense,4429,0,4429,IT,CC001,Salaries Expense transaction
TXN01719,2021-11-20 00:00:00.000000,6100.0,Rent Expense,15150,0,15150,Admin,CC004,Rent Expense transaction
TXN04511,2023-05-14 00:00:00.000000,5200.0,COGS - Overhead,18619,0,18619,Admin,CC003,COGS - Overhead transaction
TXN02459,2021-08-05 00:00:00.000000,4200.0,Revenue - Other,0,19404,-19404,Admin,CC004,Revenue - Other transaction
TXN00284,2022-08-07 00:00:00.000000,4200.0,Revenue - Other,0,27980,-27980,Finance,CC004,Revenue - Other transaction
TXN01567,,5000.0,COGS - Materials,12702,0,12702,Operations,CC001,COGS - Materials transaction
TXN01894,2021-03-28 00:00:00.000000,6300.0,IT Expense,10062,0,10062,Admin,CC004,IT Expense transaction
TXN02252,2022-01-03 00:00:00.000000,4100.0,Revenue - Service Sales,0,44442,-44442,Finance,CC002,Revenue - Service Sales transaction
TXN04469,2021-10-03 00:00:00.000000,2500.0,Long-term Debt,0,28401,-28401,Admin,CC005,Long-term Debt transaction
TXN04790,2023-10-01 00:00:00.000000,4200.0,Revenue - Other,0,32674,-32674,Operations,CC002,Revenue - Other transaction
TXN01201,2021-11-19 00:00:00.000000,4200.0,Revenue - Other,0,8416,-8416,Finance,CC004,Revenue - Other transaction
TXN02100,2022-05-17 00:00:00.000000,6500.0,Depreciation,11403,0,11403,Operations,CC005,Depreciation transaction
TXN02058,2022-01-04 00:00:00.000000,4000.0,Revenue - Product Sales,0,33607,-33607,Operations,CC003,Revenue - Product Sales transaction
TXN02589,2022-08-22 00:00:00.000000,6100.0,Rent Expense,3788,0,3788,Sales,CC004,Rent Expense transaction
TXN01771,2023-10-11 00:00:00.000000,6000.0,Salaries Expense,13032,0,13032,Admin,CC002,Salaries Expense transaction
TXN04924,2021-09-28 00:00:00.000000,4100.0,Revenue - Service Sales,0,9668,-9668,IT,CC003,Revenue - Service Sales transaction
TXN04855,2021-03-12 00:00:00.000000,6400.0,Travel Expense,8947,0,8947,Admin,CC005,Travel Expense transaction
TXN01030,2021-11-13 00:00:00.000000,6300.0,IT Expense,19224,0,19224,Operations,CC001,IT Expense transaction
TXN01091,2023-11-18 00:00:00.000000,6200.0,Marketing Expense,7481,0,7481,Sales,CC005,Marketing Expense transaction
TXN03575,2021-08-26 00:00:00.000000,6500.0,Depreciation,27022,0,27022,Finance,CC002,Depreciation transaction
TXN04583,2023-01-20 00:00:00.000000,5200.0,COGS - Overhead,26482,0,26482,Operations,CC002,COGS - Overhead transaction
TXN04400,2021-01-14 00:00:00.000000,5000.0,COGS - Materials,14115,0,14115,Sales,CC004,COGS - Materials transaction
TXN04903,2023-02-23 00:00:00.000000,6200.0,Marketing Expense,23068,0,23068,Sales,CC001,Marketing Expense transaction
TXN02584,2023-09-28 00:00:00.000000,1500.0,PP&E,0,9163,-9163,IT,CC002,PP&E transaction
TXN00100,2021-11-24 00:00:00.000000,6200.0,Marketing Expense,14061,0,14061,Sales,CC004,Marketing Expense transaction
TXN02218,2021-10-14 00:00:00.000000,6400.0,Travel Expense,4939,0,4939,IT,CC002,Travel Expense transaction
TXN01346,2022-08-03 00:00:00.000000,6200.0,Marketing Expense,4484,0,4484,Operations,CC005,Marketing Expense transaction
TXN04049,2022-07-21 00:00:00.000000,1200.0,Inventory,3561,0,3561,Admin,CC005,Inventory transaction
TXN01243,2022-12-27 00:00:00.000000,4100.0,Revenue - Service Sales,0,21616,-21616,Sales,CC003,Revenue - Service Sales transaction
TXN00352,2023-08-22 00:00:00.000000,6300.0,IT Expense,15100,0,15100,Finance,CC001,IT Expense transaction
TXN02771,2023-10-11 00:00:00.000000,6300.0,IT Expense,1775,0,1775,Sales,CC001,IT Expense transaction
TXN02652,2021-06-04 00:00:00.000000,1200.0,Inventory,32949,0,32949,Finance,CC001,Inventory transaction
TXN01544,2022-08-09 00:00:00.000000,6200.0,Marketing Expense,24202,0,24202,Sales,CC001,Marketing Expense transaction
TXN01184,2021-05-23 00:00:00.000000,2500.0,Long-term Debt,0,30119,-30119,Admin,CC003,Long-term Debt transaction
TXN00719,2022-05-07 00:00:00.000000,6200.0,Marketing Expense,28008,0,28008,IT,CC003,Marketing Expense transaction
TXN03139,2021-03-08 00:00:00.000000,6200.0,Marketing Expense,28241,0,28241,Operations,CC001,Marketing Expense transaction
TXN03947,2023-06-11 00:00:00.000000,6400.0,Travel Expense,14069,0,14069,Operations,CC003,Travel Expense transaction
TXN01552,2023-03-31 00:00:00.000000,6000.0,Salaries Expense,11743,0,11743,IT,CC001,Salaries Expense transaction
TXN00309,2022-07-21 00:00:00.000000,6500.0,Depreciation,0,18521,-18521,IT,CC003,Depreciation transaction
TXN01648,2022-04-30 00:00:00.000000,1100.0,Accounts Receivable,19694,0,19694,Admin,CC002,Accounts Receivable transaction
TXN00834,2022-05-15 00:00:00.000000,2500.0,Long-term Debt,0,37216,-37216,IT,CC003,Long-term Debt transaction
TXN00367,2022-12-21 00:00:00.000000,5000.0,COGS - Materials,25558,0,25558,Admin,CC004,COGS - Materials transaction
TXN03103,2022-11-11 00:00:00.000000,1500.0,PP&E,3502,0,3502,Finance,CC003,PP&E transaction
TXN04970,2021-06-25 00:00:00.000000,1500.0,PP&E,0,29242,-29242,Sales,CC001,PP&E transaction
TXN00945,2023-02-27 00:00:00.000000,1000.0,Cash,52222,0,52222,Sales,CC005,Cash transaction
TXN03814,2022-10-23 00:00:00.000000,1200.0,Inventory,23224,0,23224,Finance,CC005,Inventory transaction
TXN02576,2022-02-04 00:00:00.000000,4000.0,Revenue - Product Sales,0,8302,-8302,Admin,CC005,Revenue - Product Sales transaction
TXN01136,2022-10-03 00:00:00.000000,5000.0,COGS - Materials,1844,0,1844,Finance,CC002,COGS - Materials transaction
TXN00020,2023-07-09 00:00:00.000000,1100.0,Accounts Receivable,10512,0,10512,Finance,CC002,Accounts Receivable transaction
TXN04464,2023-08-27 00:00:00.000000,2000.0,Accounts Payable,0,32141,-32141,IT,CC001,Accounts Payable transaction
TXN01216,2021-08-16 00:00:00.000000,4000.0,Revenue - Product Sales,0,46621,-46621,IT,CC003,Revenue - Product Sales transaction
TXN04389,2022-06-28 00:00:00.000000,2500.0,Long-term Debt,0,31581,-31581,Finance,CC004,Long-term Debt transaction
TXN00219,2023-09-22 00:00:00.000000,4100.0,Revenue - Service Sales,0,5778,-5778,Sales,CC005,Revenue - Service Sales transaction
TXN03759,2023-04-19 00:00:00.000000,5200.0,COGS - Overhead,19361,0,19361,IT,CC002,COGS - Overhead transaction
TXN00439,2021-05-30 00:00:00.000000,2100.0,Accrued Expenses,19250,0,19250,IT,CC004,Accrued Expenses transaction
TXN02094,2022-02-27 00:00:00.000000,2000.0,Accounts Payable,0,12967,-12967,Finance,CC002,Accounts Payable transaction
TXN03654,2023-03-31 00:00:00.000000,5100.0,COGS - Labor,17163,0,17163,Finance,CC004,COGS - Labor transaction
TXN03334,2021-10-03 00:00:00.000000,2000.0,Accounts Payable,0,25497,-25497,Sales,CC005,Accounts Payable transaction
TXN03480,2021-05-26 00:00:00.000000,4100.0,Revenue - Service Sales,0,8665,-8665,Sales,CC002,Revenue - Service Sales transaction
TXN01085,2023-12-14 00:00:00.000000,5200.0,COGS - Overhead,22602,0,22602,Finance,CC002,COGS - Overhead transaction
TXN04675,2023-02-28 00:00:00.000000,4000.0,Revenue - Product Sales,0,35989,-35989,IT,CC003,Revenue - Product Sales transaction
TXN02099,2021-04-10 00:00:00.000000,6100.0,Rent Expense,23230,0,23230,Finance,CC002,Rent Expense transaction
TXN02803,2021-11-09 00:00:00.000000,2500.0,Long-term Debt,0,13082,-13082,Finance,CC001,Long-term Debt transaction
TXN00803,2023-11-28 00:00:00.000000,6500.0,Depreciation,0,21837,-21837,Operations,CC001,Depreciation transaction
TXN03040,2023-09-09 00:00:00.000000,6500.0,Depreciation,0,2275,-2275,Sales,CC004,Depreciation transaction
TXN02406,2021-10-06 00:00:00.000000,4000.0,Revenue - Product Sales,0,42214,-42214,IT,CC003,Revenue - Product Sales transaction
TXN03774,2023-07-12 00:00:00.000000,5200.0,COGS - Overhead,23637,0,23637,Sales,CC004,COGS - Overhead transaction
TXN02575,2021-10-07 00:00:00.000000,1100.0,Accounts Receivable,0,14427,-14427,Finance,CC001,Accounts Receivable transaction
TXN00583,2023-01-29 00:00:00.000000,6200.0,Marketing Expense,12147,0,12147,Admin,CC005,Marketing Expense transaction
TXN00204,2021-10-15 00:00:00.000000,6100.0,Rent Expense,24265,0,24265,Admin,CC003,Rent Expense transaction
TXN04096,2022-01-02 00:00:00.000000,2000.0,Accounts Payable,0,22475,-22475,Finance,CC001,Accounts Payable transaction
TXN04033,2022-02-01 00:00:00.000000,1100.0,Accounts Receivable,28725,0,28725,Admin,CC001,Accounts Receivable transaction
TXN02595,2023-07-26 00:00:00.000000,4200.0,Revenue - Other,0,40384,-40384,IT,CC002,Revenue - Other transaction
TXN04040,2023-01-17 00:00:00.000000,5000.0,COGS - Materials,13966,0,13966,IT,CC002,COGS - Materials transaction
TXN03454,2023-01-05 00:00:00.000000,4000.0,Revenue - Product Sales,0,3343,-3343,Sales,CC005,Revenue - Product Sales transaction
TXN02073,2021-09-18 00:00:00.000000,6300.0,IT Expense,29562,0,29562,Finance,CC001,IT Expense transaction
TXN01057,2022-05-14 00:00:00.000000,1100.0,Accounts Receivable,0,25834,-25834,Finance,CC002,Accounts Receivable transaction
TXN03629,2023-08-09 00:00:00.000000,1200.0,Inventory,15414,0,15414,Finance,CC001,Inventory transaction
TXN02727,2021-07-29 00:00:00.000000,1100.0,Accounts Receivable,31378,0,31378,Finance,CC005,Accounts Receivable transaction
TXN02611,2022-06-23 00:00:00.000000,5200.0,COGS - Overhead,8006,0,8006,IT,CC003,COGS - Overhead transaction
TXN03397,2023-11-18 00:00:00.000000,2000.0,Accounts Payable,38962,0,38962,Admin,CC005,Accounts Payable transaction
TXN00518,2023-04-09 00:00:00.000000,6200.0,Marketing Expense,23478,0,23478,Operations,CC001,Marketing Expense transaction
TXN03567,2021-03-18 00:00:00.000000,1100.0,Accounts Receivable,0,30347,-30347,Finance,CC002,Accounts Receivable transaction
TXN01363,2022-09-28 00:00:00.000000,6400.0,Travel Expense,14570,0,14570,Operations,CC003,Travel Expense transaction
TXN01873,2023-09-19 00:00:00.000000,2000.0,Accounts Payable,48539,0,48539,Admin,CC004,Accounts Payable transaction
TXN00669,2022-01-03 00:00:00.000000,2500.0,Long-term Debt,0,33691,-33691,IT,CC004,Long-term Debt transaction
TXN04383,2022-01-10 00:00:00.000000,4100.0,Revenue - Service Sales,0,4830,-4830,Operations,CC002,Revenue - Service Sales transaction
TXN02270,2022-09-07 00:00:00.000000,6200.0,Marketing Expense,11809,0,11809,IT,CC004,Marketing Expense transaction
TXN04937,2023-09-12 00:00:00.000000,6400.0,Travel Expense,965,0,965,Admin,CC005,Travel Expense transaction
TXN03879,2022-11-08 00:00:00.000000,6300.0,IT Expense,8101,0,8101,IT,CC005,IT Expense transaction
TXN03863,2023-07-09 00:00:00.000000,1100.0,Accounts Receivable,20948,0,20948,Sales,CC002,Accounts Receivable transaction
TXN01259,,4200.0,Revenue - Other,0,33696,-33696,Sales,CC004,Revenue - Other transaction
TXN02388,2021-06-07 00:00:00.000000,1200.0,Inventory,26531,0,26531,Admin,CC002,Inventory transaction
TXN04429,2021-01-25 00:00:00.000000,4100.0,Revenue - Service Sales,0,10657,-10657,Sales,CC003,Revenue - Service Sales transaction
TXN03389,2021-04-12 00:00:00.000000,4100.0,Revenue - Service Sales,0,8251,-8251,Sales,CC005,Revenue - Service Sales transaction
TXN03439,2022-10-17 00:00:00.000000,6200.0,Marketing Expense,10510,0,10510,Admin,CC003,Marketing Expense transaction
TXN03743,2023-01-15 00:00:00.000000,6400.0,Travel Expense,29182,0,29182,Operations,CC002,Travel Expense transaction
TXN00760,2022-10-23 00:00:00.000000,5000.0,COGS - Materials,20991,0,20991,IT,CC005,COGS - Materials transaction
TXN01056,2022-11-15 00:00:00.000000,2000.0,Accounts Payable,40645,0,40645,Operations,CC003,Accounts Payable transaction
TXN03682,2022-10-06 00:00:00.000000,4200.0,Revenue - Other,0,41638,-41638,IT,CC004,Revenue - Other transaction
TXN03001,2022-04-01 00:00:00.000000,4000.0,Revenue - Product Sales,0,33796,-33796,Admin,CC005,Revenue - Product Sales transaction
TXN04435,2022-06-16 00:00:00.000000,5000.0,COGS - Materials,29351,0,29351,Admin,CC004,COGS - Materials transaction
TXN04302,2021-01-22 00:00:00.000000,4000.0,Revenue - Product Sales,0,36505,-36505,Admin,CC003,Revenue - Product Sales transaction
TXN02415,2022-08-20 00:00:00.000000,1000.0,Cash,0,91140,-91140,Sales,CC002,Cash transaction
TXN00215,2021-07-11 00:00:00.000000,1200.0,Inventory,5548,0,5548,Operations,CC005,Inventory transaction
TXN03378,2023-07-03 00:00:00.000000,2000.0,Accounts Payable,0,9308,-9308,Finance,CC005,Accounts Payable transaction
TXN02641,2022-05-27 00:00:00.000000,6100.0,Rent Expense,5268,0,5268,Sales,CC003,Rent Expense transaction
TXN00694,2023-10-05 00:00:00.000000,5200.0,COGS - Overhead,1121,0,1121,Admin,CC002,COGS - Overhead transaction
TXN04140,2023-06-20 00:00:00.000000,4200.0,Revenue - Other,0,10021,-10021,Admin,CC005,Revenue - Other transaction
TXN03671,2023-01-05 00:00:00.000000,-4200.0,Revenue - Other,0,28389,-28389,Admin,CC001,Revenue - Other transaction
TXN02147,2023-03-07 00:00:00.000000,1000.0,Cash,0,26596,-26596,IT,CC003,Cash transaction
TXN02938,2023-11-02 00:00:00.000000,5100.0,COGS - Labor,15759,0,15759,Finance,CC001,COGS - Labor transaction
TXN02573,2021-01-20 00:00:00.000000,4200.0,Revenue - Other,0,19176,-19176,Sales,CC005,Revenue - Other transaction
TXN04632,2022-07-12 00:00:00.000000,6400.0,Travel Expense,16284,0,16284,Admin,CC002,Travel Expense transaction
TXN03387,2021-02-26 00:00:00.000000,1000.0,Cash,0,74446,-74446,Sales,CC003,Cash transaction
TXN01322,2023-08-06 00:00:00.000000,1000.0,Cash,41797,0,41797,IT,CC002,Cash transaction
TXN00197,2023-04-05 00:00:00.000000,6200.0,Marketing Expense,11476,0,11476,Admin,CC003,Marketing Expense transaction
TXN01076,2023-01-04 00:00:00.000000,1100.0,Accounts Receivable,21495,0,21495,Sales,CC001,Accounts Receivable transaction
TXN01579,2023-07-05 00:00:00.000000,6000.0,Salaries Expense,25313,0,25313,Sales,CC003,Salaries Expense transaction
TXN04606,2023-04-24 00:00:00.000000,6000.0,Salaries Expense,28921,0,28921,Operations,CC004,Salaries Expense transaction
TXN00880,2021-02-01 00:00:00.000000,5100.0,COGS - Labor,14939,0,14939,Admin,CC002,COGS - Labor transaction
TXN03210,2021-07-16 00:00:00.000000,1200.0,Inventory,35537,0,35537,Sales,CC002,Inventory transaction
TXN02922,2023-12-22 00:00:00.000000,1000.0,Cash,81243,0,81243,Operations,CC005,Cash transaction
TXN04244,2021-01-15 00:00:00.000000,4000.0,Revenue - Product Sales,0,31237,-31237,Operations,CC005,Revenue - Product Sales transaction
TXN02760,2022-08-07 00:00:00.000000,1500.0,PP&E,39427,0,39427,Sales,CC002,PP&E transaction
TXN00888,2023-03-26 00:00:00.000000,4200.0,Revenue - Other,0,15455,-15455,Sales,CC002,Revenue - Other transaction
TXN02477,2022-08-29 00:00:00.000000,4200.0,Revenue - Other,0,28458,-28458,Sales,CC005,Revenue - Other transaction
TXN00069,2022-03-26 00:00:00.000000,6300.0,IT Expense,20524,0,20524,Finance,CC005,IT Expense transaction
TXN03997,2021-10-17 00:00:00.000000,5200.0,COGS - Overhead,9352,0,9352,Operations,CC005,COGS - Overhead transaction
TXN03124,2021-11-19 00:00:00.000000,6200.0,Marketing Expense,13157,0,13157,Finance,CC003,Marketing Expense transaction
TXN00569,2021-02-22 00:00:00.000000,6300.0,IT Expense,16584,0,16584,IT,CC003,IT Expense transaction
TXN03017,2021-03-29 00:00:00.000000,6200.0,Marketing Expense,3563,0,3563,Finance,CC004,Marketing Expense transaction
TXN00097,2021-04-07 00:00:00.000000,6400.0,Travel Expense,12795,0,12795,Finance,CC002,Travel Expense transaction
TXN02136,2023-08-28 00:00:00.000000,5200.0,COGS - Overhead,1291,0,1291,Admin,CC001,COGS - Overhead transaction
TXN03966,2023-06-06 00:00:00.000000,4200.0,Revenue - Other,0,12585,-12585,Operations,CC001,Revenue - Other transaction
TXN00140,2021-06-11 00:00:00.000000,1500.0,PP&E,8492,0,8492,IT,CC003,PP&E transaction
TXN01392,2021-03-19 00:00:00.000000,1200.0,Inventory,0,8857,-8857,Operations,CC005,Inventory transaction
TXN03136,2021-12-30 00:00:00.000000,1100.0,Accounts Receivable,32185,0,32185,Finance,CC001,Accounts Receivable transaction
TXN04201,2022-02-19 00:00:00.000000,5000.0,COGS - Materials,28538,0,28538,Operations,CC003,COGS - Materials transaction
TXN01375,2023-01-12 00:00:00.000000,5000.0,COGS - Materials,15336,0,15336,Operations,CC005,COGS - Materials transaction
TXN01589,2021-11-24 00:00:00.000000,4000.0,Revenue - Product Sales,0,9146,-9146,Admin,CC005,Revenue - Product Sales transaction
TXN01339,2023-06-16 00:00:00.000000,1000.0,Cash,0,13295,-13295,Sales,CC004,Cash transaction
TXN04419,2023-10-27 00:00:00.000000,6300.0,IT Expense,27482,0,27482,Operations,CC004,IT Expense transaction
TXN04241,2023-12-07 00:00:00.000000,4000.0,Revenue - Product Sales,0,1653,-1653,Admin,CC004,Revenue - Product Sales transaction
TXN03013,2021-09-21 00:00:00.000000,4000.0,Revenue - Product Sales,0,23589,-23589,IT,CC001,Revenue - Product Sales transaction
TXN00464,2023-10-31 00:00:00.000000,-2000.0,Accounts Payable,0,20654,-20654,Finance,CC003,Accounts Payable transaction
TXN02362,2021-07-10 00:00:00.000000,5100.0,COGS - Labor,13588,0,13588,Admin,CC001,COGS - Labor transaction
TXN01413,2022-02-02 00:00:00.000000,6500.0,Depreciation,7410,0,7410,IT,CC004,Depreciation transaction
TXN02025,2023-12-02 00:00:00.000000,1200.0,Inventory,35584,0,35584,IT,CC001,Inventory transaction
TXN00595,2023-06-11 00:00:00.000000,1000.0,Cash,0,39769,-39769,Operations,CC001,Cash transaction
TXN03363,2021-03-09 00:00:00.000000,5100.0,COGS - Labor,8971,0,8971,IT,CC004,COGS - Labor transaction
TXN00626,2021-06-25 00:00:00.000000,5000.0,COGS - Materials,23647,0,23647,Sales,CC004,COGS - Materials transaction
TXN00451,2022-03-25 00:00:00.000000,2100.0,Accrued Expenses,11186,0,11186,Sales,CC004,Accrued Expenses transaction
TXN01535,2021-03-27 00:00:00.000000,4200.0,Revenue - Other,0,36023,-36023,Finance,CC002,Revenue - Other transaction
TXN02465,2023-11-29 00:00:00.000000,6500.0,Depreciation,0,30901,-30901,Finance,CC002,Depreciation transaction
TXN01095,2022-03-30 00:00:00.000000,6300.0,IT Expense,12096,0,12096,Sales,CC001,IT Expense transaction
TXN01341,2023-12-10 00:00:00.000000,1100.0,Accounts Receivable,25592,0,25592,IT,CC002,Accounts Receivable transaction
TXN02005,,6400.0,Travel Expense,25903,0,25903,IT,CC002,Travel Expense transaction
TXN00997,2023-03-20 00:00:00.000000,6000.0,Salaries Expense,28258,0,28258,IT,CC004,Salaries Expense transaction
TXN04826,2021-08-05 00:00:00.000000,1500.0,PP&E,0,45441,-45441,IT,CC003,PP&E transaction
TXN02528,2023-01-20 00:00:00.000000,5000.0,COGS - Materials,17688,0,17688,Admin,CC005,COGS - Materials transaction
TXN01942,2021-01-19 00:00:00.000000,5100.0,COGS - Labor,24870,0,24870,Operations,CC002,COGS - Labor transaction
TXN03675,2023-09-27 00:00:00.000000,2100.0,Accrued Expenses,7848,0,7848,Operations,CC001,Accrued Expenses transaction
TXN03977,2021-08-06 00:00:00.000000,6400.0,Travel Expense,25925,0,25925,IT,CC004,Travel Expense transaction
TXN00151,2023-05-17 00:00:00.000000,2000.0,Accounts Payable,0,27489,-27489,Admin,CC001,Accounts Payable transaction
TXN01452,2021-06-17 00:00:00.000000,1500.0,PP&E,0,19891,-19891,Admin,CC001,PP&E transaction
TXN04431,2026-03-12 03:03:58.074340,2100.0,Accrued Expenses,13218,0,13218,Admin,CC004,Accrued Expenses transaction
TXN04420,2022-12-13 00:00:00.000000,4200.0,Revenue - Other,0,1289,-1289,IT,CC001,Revenue - Other transaction
TXN04306,2022-02-03 00:00:00.000000,2500.0,Long-term Debt,34754,0,34754,Operations,CC002,Long-term Debt transaction
TXN00089,2023-05-28 00:00:00.000000,1000.0,Cash,95048,0,95048,Sales,CC002,Cash transaction
TXN00458,2023-07-24 00:00:00.000000,6500.0,Depreciation,29573,0,29573,Sales,CC005,Depreciation transaction
TXN03542,2021-04-04 00:00:00.000000,6500.0,Depreciation,0,37861,-37861,Sales,CC001,Depreciation transaction
TXN04548,2021-08-01 00:00:00.000000,1100.0,Accounts Receivable,8894,0,8894,Operations,CC001,Accounts Receivable transaction
TXN03840,,1100.0,Accounts Receivable,0,45198,-45198,Admin,CC002,Accounts Receivable transaction
TXN03931,2021-03-31 00:00:00.000000,5000.0,COGS - Materials,6157,0,6157,Operations,CC002,COGS - Materials transaction
TXN02037,2023-05-01 00:00:00.000000,6100.0,Rent Expense,7618,0,7618,Admin,CC001,Rent Expense transaction
TXN05016,2023-05-01 00:00:00.000000,6100.0,Rent Expense,20382,0,20382,IT,CC004,Rent Expense transaction
TXN04864,2022-03-16 00:00:00.000000,6500.0,Depreciation,10791,0,10791,Finance,CC004,Depreciation transaction
TXN00832,2023-09-16 00:00:00.000000,2000.0,Accounts Payable,0,10783,-10783,Operations,CC002,Accounts Payable transaction
TXN00240,2021-04-28 00:00:00.000000,2100.0,Accrued Expenses,5380,0,5380,Finance,CC002,Accrued Expenses transaction
TXN04706,2021-09-03 00:00:00.000000,1000.0,Cash,0,14541,-14541,IT,CC004,Cash transaction
TXN01000,2021-09-11 00:00:00.000000,1000.0,Cash,1304,0,1304,IT,CC003,Cash transaction
TXN02421,2023-03-16 00:00:00.000000,6400.0,Travel Expense,11082,0,11082,IT,CC004,Travel Expense transaction
TXN01993,2022-09-21 00:00:00.000000,6500.0,Depreciation,0,43322,-43322,IT,CC003,Depreciation transaction
TXN00193,2023-08-15 00:00:00.000000,5100.0,COGS - Labor,17881,0,17881,IT,CC001,COGS - Labor transaction
TXN03794,2022-05-24 00:00:00.000000,2500.0,Long-term Debt,0,48192,-48192,Admin,CC004,Long-term Debt transaction
TXN04204,2023-05-10 00:00:00.000000,1100.0,Accounts Receivable,37228,0,37228,Sales,CC001,Accounts Receivable transaction
TXN03525,2021-01-29 00:00:00.000000,5100.0,COGS - Labor,20264,0,20264,IT,CC003,COGS - Labor transaction
TXN04254,2022-06-20 00:00:00.000000,4000.0,Revenue - Product Sales,0,30804,-30804,Admin,CC003,Revenue - Product Sales transaction
TXN04448,2023-02-02 00:00:00.000000,1200.0,Inventory,0,7668,-7668,Operations,CC001,Inventory transaction
TXN04811,2022-09-15 00:00:00.000000,1000.0,Cash,37125,0,37125,Finance,CC002,Cash transaction
TXN02592,2022-04-06 00:00:00.000000,-1500.0,PP&E,29616,0,29616,Finance,CC003,PP&E transaction
TXN01973,2022-01-14 00:00:00.000000,6200.0,Marketing Expense,16641,0,16641,Operations,CC003,Marketing Expense transaction
TXN03271,2021-10-29 00:00:00.000000,1100.0,Accounts Receivable,21202,0,21202,Admin,CC004,Accounts Receivable transaction
TXN03517,2023-05-29 00:00:00.000000,4000.0,Revenue - Product Sales,0,38462,-38462,Admin,CC002,Revenue - Product Sales transaction
TXN04216,2021-01-03 00:00:00.000000,4100.0,Revenue - Service Sales,0,18168,-18168,Sales,CC002,Revenue - Service Sales transaction
TXN02911,2023-04-20 00:00:00.000000,1500.0,PP&E,4475,0,4475,Operations,CC004,PP&E transaction
TXN02700,2021-12-05 00:00:00.000000,6500.0,Depreciation,0,34349,-34349,IT,CC004,Depreciation transaction
